          Programm HIVAP,  Autor  W.Reisdorf   Version fuer "rzri6f" vom  7. 6. 1994

           Bearbeitung F.P.Heßberger
           
   93Nb + 99Ru ---> 192At IFUS10 barfac0.60 03/02/2022 11:17 (Sitarcik) 
           

 Unterprogramm SEPENF

 benutzt Sierks Programm BARFIT 
 Q-Wert  -177.443 MeV
 Massen aus der Datei "mlz.dat" 

         Exp. Schaleneffekte,  SHELL0=    0.00
          At  186   At  187   At  188   At  189   At  190   At  191   At  192
             -0.95     -0.13     -0.92     -0.10     -0.88     -0.07     -0.87
          Po  185   Po  186   Po  187   Po  188   Po  189   Po  190   Po  191
             -0.23      0.60     -0.21      0.55     -0.34      0.34     -0.63
          Bi  184   Bi  185   Bi  186   Bi  187   Bi  188   Bi  189   Bi  190
             -1.82     -0.98     -1.79     -1.03     -1.92     -1.24     -2.20

           BARFAC=   0.600      BAR0=   0.000

          Separationsenergien (BN,BP,BA) und Spaltbarrieren
          At  186   At  187   At  188   At  189   At  190   At  191   At  192
             10.41     11.81     10.00     11.40      9.60     11.01      9.25
             -1.92     -1.64     -1.40     -1.20     -1.04     -0.93     -0.82
             -9.36     -9.14     -8.96     -8.83     -8.72     -8.66     -8.59
              3.76      3.09      4.03      3.35      4.28      3.61      4.56
             -1.61     -0.80     -1.60     -0.80     -1.60     -0.80     -1.59
          Po  185   Po  186   Po  187   Po  188   Po  189   Po  190   Po  191
             10.08     11.54      9.75     11.20      9.44     10.89      9.14
             -0.54     -0.28     -0.02      0.24      0.50      0.75      1.01
             -9.74     -9.53     -9.32     -9.12     -8.90     -8.69     -8.47
              3.64      2.96      3.93      3.33      4.37      3.85      4.96
             -0.81      0.00     -0.80      0.00     -0.80      0.00     -0.80
          Bi  184   Bi  185   Bi  186   Bi  187   Bi  188   Bi  189   Bi  190
              9.81     11.27      9.49     10.95      9.18     10.64      8.88
             -1.76     -1.49     -1.22     -0.96     -0.69     -0.43     -0.17
             -7.78     -7.58     -7.36     -7.16     -6.93     -6.73     -6.50
              5.88      5.21      6.19      5.59      6.64      6.12      7.24
             -1.62     -0.81     -1.61     -0.80     -1.60     -0.80     -1.60

 benutzter Q-Wert  -177.443 MeV    effektiver Q-Wert  -177.443 MeV
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.628E-05 0.214E-04 0.000E+00
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.197E-04 0.131E-04 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.470E-04 0.854E-05 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.830E-04 0.594E-05 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.106E-03 0.346E-05 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.108E-03 0.184E-05 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.943E-04 0.855E-06 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.311E-10 0.745E-04 0.372E-06 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.860E-09 0.546E-04 0.173E-06 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.915E-08 0.379E-04 0.806E-07 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.531E-07 0.252E-04 0.395E-07 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.196E-06 0.162E-04 0.000E+00 0.000E+00

  E*/MeV   185Po     186Po     187Po     188Po     189Po     190Po     191Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.437E-04 0.842E-03
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.938E-04 0.571E-03
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.163E-03 0.373E-03
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.234E-03 0.236E-03
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.285E-03 0.145E-03
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.753E-08 0.299E-03 0.869E-04
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.683E-07 0.278E-03 0.510E-04
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.217E-06 0.234E-03 0.292E-04
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.347E-06 0.182E-03 0.163E-04
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.516E-06 0.133E-03 0.881E-05
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.971E-06 0.926E-04 0.465E-05
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.218E-05 0.618E-04 0.240E-05
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.484E-05 0.399E-04 0.120E-05
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.966E-05 0.250E-04 0.510E-06
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.169E-04 0.153E-04 0.809E-07
    35.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.257E-04 0.923E-05 0.333E-07

  E*/MeV   184Bi     185Bi     186Bi     187Bi     188Bi     189Bi     190Bi  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.134E-05 0.150E-02 0.000E+00 0.181E-03
    21.0 0.000E+00 0.000E+00 0.000E+00 0.446E-05 0.159E-02 0.437E-09 0.321E-03
    22.0 0.000E+00 0.000E+00 0.000E+00 0.126E-04 0.152E-02 0.456E-08 0.528E-03
    23.0 0.000E+00 0.000E+00 0.000E+00 0.310E-04 0.133E-02 0.321E-07 0.814E-03
    24.0 0.000E+00 0.000E+00 0.000E+00 0.669E-04 0.107E-02 0.169E-06 0.117E-02
    25.0 0.000E+00 0.000E+00 0.000E+00 0.128E-03 0.815E-03 0.707E-06 0.156E-02
    26.0 0.000E+00 0.000E+00 0.000E+00 0.217E-03 0.586E-03 0.243E-05 0.195E-02
    27.0 0.000E+00 0.000E+00 0.000E+00 0.328E-03 0.403E-03 0.708E-05 0.224E-02
    28.0 0.000E+00 0.000E+00 0.000E+00 0.444E-03 0.266E-03 0.179E-04 0.241E-02
    29.0 0.000E+00 0.000E+00 0.894E-09 0.534E-03 0.171E-03 0.396E-04 0.241E-02
    30.0 0.000E+00 0.000E+00 0.636E-08 0.574E-03 0.106E-03 0.786E-04 0.226E-02
    31.0 0.000E+00 0.000E+00 0.293E-07 0.557E-03 0.644E-04 0.141E-03 0.200E-02
    32.0 0.000E+00 0.000E+00 0.106E-06 0.494E-03 0.382E-04 0.231E-03 0.167E-02
    33.0 0.000E+00 0.000E+00 0.322E-06 0.406E-03 0.223E-04 0.346E-03 0.134E-02
    34.0 0.000E+00 0.000E+00 0.851E-06 0.314E-03 0.127E-04 0.479E-03 0.102E-02
    35.0 0.000E+00 0.000E+00 0.199E-05 0.231E-03 0.709E-05 0.613E-03 0.757E-03

 Z-Verteilung  
 E*/MeV     Bi         Po         At  
   20.0  0.168E-02 0.885E-03 0.149E-03
   21.0  0.192E-02 0.665E-03 0.946E-04
   22.0  0.206E-02 0.536E-03 0.582E-04
   23.0  0.217E-02 0.470E-03 0.372E-04
   24.0  0.231E-02 0.430E-03 0.277E-04
   25.0  0.251E-02 0.385E-03 0.328E-04
   26.0  0.275E-02 0.329E-03 0.555E-04
   27.0  0.298E-02 0.263E-03 0.889E-04
   28.0  0.314E-02 0.199E-03 0.109E-03
   29.0  0.315E-02 0.143E-03 0.110E-03
   30.0  0.302E-02 0.982E-04 0.951E-04
   31.0  0.276E-02 0.664E-04 0.748E-04
   32.0  0.244E-02 0.459E-04 0.548E-04
   33.0  0.211E-02 0.352E-04 0.380E-04
   34.0  0.183E-02 0.323E-04 0.253E-04
   35.0  0.161E-02 0.349E-04 0.164E-04

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    20.0     83.44      0.60    189.26      1.43
    21.0     83.32      0.54    189.05      1.32
    22.0     83.25      0.48    189.00      1.23
    23.0     83.20      0.44    189.08      1.15
    24.0     83.18      0.41    189.21      1.10
    25.0     83.15      0.39    189.35      1.06
    26.0     83.14      0.39    189.44      1.04
    27.0     83.13      0.41    189.47      1.05
    28.0     83.12      0.41    189.46      1.09
    29.0     83.11      0.40    189.42      1.14
    30.0     83.09      0.38    189.37      1.17
    31.0     83.07      0.35    189.33      1.19
    32.0     83.06      0.32    189.29      1.19
    33.0     83.05      0.29    189.26      1.15
    34.0     83.04      0.26    189.22      1.09
    35.0     83.04      0.24    189.19      1.00

 HIVAP  CASOUT

   93Nb + 99Ru ---> 192At IFUS10 barfac0.60 03/02/2022 11:17 (Sitarcik) 


     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

   413.950    4.45    36.0  0.1791E+03  0.1492E-02  0.1739E+03    65.0       97.07
   415.890    4.47    37.0  0.1900E+03  0.1358E-02  0.1840E+03    65.0       96.88
   417.829    4.49    38.0  0.1999E+03  0.1237E-02  0.1933E+03    65.0       96.70
   419.769    4.51    39.0  0.2089E+03  0.1113E-02  0.2017E+03    65.0       96.53
   421.708    4.53    40.0  0.2169E+03  0.9827E-03  0.2091E+03    65.0       96.40
   423.647    4.56    41.0  0.2240E+03  0.8486E-03  0.2157E+03    65.0       96.28
   425.587    4.58    42.0  0.2300E+03  0.7168E-03  0.2213E+03    65.0       96.19
   427.526    4.60    43.0  0.2351E+03  0.5932E-03  0.2260E+03    65.0       96.14
   429.466    4.62    44.0  0.2393E+03  0.4844E-03  0.2300E+03    65.0       96.10
   431.405    4.64    45.0  0.2427E+03  0.3933E-03  0.2332E+03    65.0       96.07
   433.344    4.66    46.0  0.2453E+03  0.3212E-03  0.2357E+03    65.0       96.08
   435.284    4.68    47.0  0.2473E+03  0.2678E-03  0.2376E+03    65.0       96.09
   437.223    4.70    48.0  0.2487E+03  0.2309E-03  0.2390E+03    65.0       96.11
   439.163    4.72    49.0  0.2495E+03  0.2072E-03  0.2399E+03    65.0       96.14
   441.102    4.74    50.0  0.2500E+03  0.1927E-03  0.2404E+03    65.0       96.18
   443.041    4.76    51.0  0.2501E+03  0.1835E-03  0.2406E+03    65.0       96.21

     Querschnitte / mbarn

  E*/MeV   186At     187At     188At     189At     190At     191At     192At  
    36.0 0.000E+00 0.000E+00 0.000E+00 0.503E-06 0.102E-04 0.000E+00 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.941E-06 0.624E-05 0.000E+00 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.135E-05 0.376E-05 0.000E+00 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.159E-05 0.224E-05 0.000E+00 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.162E-05 0.133E-05 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.000E+00 0.149E-05 0.780E-06 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.000E+00 0.126E-05 0.456E-06 0.000E+00 0.000E+00
    43.0 0.000E+00 0.000E+00 0.149E-12 0.101E-05 0.265E-06 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.429E-11 0.767E-06 0.153E-06 0.000E+00 0.000E+00
    45.0 0.000E+00 0.000E+00 0.505E-10 0.563E-06 0.881E-07 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.331E-09 0.402E-06 0.502E-07 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.142E-08 0.279E-06 0.274E-07 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.445E-08 0.191E-06 0.739E-08 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.109E-07 0.128E-06 0.145E-08 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.218E-07 0.848E-07 0.867E-09 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.361E-07 0.556E-07 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   185Po     186Po     187Po     188Po     189Po     190Po     191Po  
    36.0 0.000E+00 0.000E+00 0.000E+00 0.361E-11 0.343E-04 0.547E-05 0.164E-07
    37.0 0.000E+00 0.000E+00 0.000E+00 0.339E-10 0.408E-04 0.320E-05 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.216E-09 0.436E-04 0.185E-05 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.106E-08 0.428E-04 0.106E-05 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.415E-08 0.390E-04 0.598E-06 0.000E+00
    41.0 0.000E+00 0.000E+00 0.000E+00 0.132E-07 0.334E-04 0.335E-06 0.000E+00
    42.0 0.000E+00 0.000E+00 0.000E+00 0.350E-07 0.271E-04 0.173E-06 0.000E+00
    43.0 0.000E+00 0.000E+00 0.000E+00 0.782E-07 0.212E-04 0.767E-07 0.000E+00
    44.0 0.000E+00 0.000E+00 0.000E+00 0.149E-06 0.160E-04 0.798E-08 0.000E+00
    45.0 0.000E+00 0.000E+00 0.000E+00 0.248E-06 0.117E-04 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.000E+00 0.364E-06 0.834E-05 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.114E-11 0.479E-06 0.584E-05 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.925E-11 0.573E-06 0.401E-05 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.423E-10 0.633E-06 0.272E-05 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.125E-09 0.651E-06 0.182E-05 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.271E-09 0.632E-06 0.121E-05 0.000E+00 0.000E+00

  E*/MeV   184Bi     185Bi     186Bi     187Bi     188Bi     189Bi     190Bi  
    36.0 0.000E+00 0.000E+00 0.415E-05 0.162E-03 0.389E-05 0.729E-03 0.542E-03
    37.0 0.000E+00 0.000E+00 0.779E-05 0.111E-03 0.214E-05 0.809E-03 0.377E-03
    38.0 0.000E+00 0.000E+00 0.133E-04 0.732E-04 0.131E-05 0.842E-03 0.256E-03
    39.0 0.000E+00 0.000E+00 0.206E-04 0.473E-04 0.113E-05 0.826E-03 0.171E-03
    40.0 0.000E+00 0.850E-10 0.294E-04 0.299E-04 0.162E-05 0.768E-03 0.111E-03
    41.0 0.000E+00 0.435E-09 0.386E-04 0.187E-04 0.298E-05 0.681E-03 0.717E-04
    42.0 0.000E+00 0.177E-08 0.465E-04 0.115E-04 0.560E-05 0.579E-03 0.455E-04
    43.0 0.000E+00 0.604E-08 0.518E-04 0.697E-05 0.937E-05 0.474E-03 0.286E-04
    44.0 0.000E+00 0.180E-07 0.535E-04 0.420E-05 0.161E-04 0.376E-03 0.177E-04
    45.0 0.000E+00 0.473E-07 0.518E-04 0.251E-05 0.258E-04 0.290E-03 0.109E-04
    46.0 0.000E+00 0.111E-06 0.472E-04 0.149E-05 0.388E-04 0.218E-03 0.668E-05
    47.0 0.000E+00 0.235E-06 0.410E-04 0.880E-06 0.548E-04 0.160E-03 0.405E-05
    48.0 0.000E+00 0.451E-06 0.341E-04 0.521E-06 0.728E-04 0.116E-03 0.244E-05
    49.0 0.000E+00 0.787E-06 0.274E-04 0.315E-06 0.915E-04 0.822E-04 0.146E-05
    50.0 0.000E+00 0.125E-05 0.213E-04 0.212E-06 0.109E-03 0.576E-04 0.872E-06
    51.0 0.000E+00 0.183E-05 0.161E-04 0.193E-06 0.123E-03 0.398E-04 0.513E-06

 Z-Verteilung  
 E*/MeV     Bi         Po         At  
   36.0  0.144E-02 0.398E-04 0.107E-04
   37.0  0.131E-02 0.439E-04 0.718E-05
   38.0  0.119E-02 0.455E-04 0.511E-05
   39.0  0.107E-02 0.438E-04 0.383E-05
   40.0  0.940E-03 0.396E-04 0.295E-05
   41.0  0.813E-03 0.337E-04 0.227E-05
   42.0  0.688E-03 0.274E-04 0.172E-05
   43.0  0.571E-03 0.213E-04 0.127E-05
   44.0  0.467E-03 0.161E-04 0.921E-06
   45.0  0.381E-03 0.119E-04 0.652E-06
   46.0  0.312E-03 0.870E-05 0.452E-06
   47.0  0.261E-03 0.631E-05 0.308E-06
   48.0  0.226E-03 0.459E-05 0.203E-06
   49.0  0.204E-03 0.336E-05 0.140E-06
   50.0  0.190E-03 0.248E-05 0.108E-06
   51.0  0.182E-03 0.184E-05 0.917E-07

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    36.0     83.04      0.23    189.14      0.90
    37.0     83.04      0.23    189.10      0.81
    38.0     83.05      0.23    189.06      0.74
    39.0     83.05      0.23    189.01      0.70
    40.0     83.05      0.22    188.96      0.71
    41.0     83.05      0.22    188.90      0.76
    42.0     83.04      0.21    188.83      0.83
    43.0     83.04      0.21    188.75      0.91
    44.0     83.04      0.20    188.65      0.99
    45.0     83.03      0.19    188.55      1.05
    46.0     83.03      0.18    188.45      1.09
    47.0     83.03      0.17    188.34      1.09
    48.0     83.02      0.15    188.24      1.06
    49.0     83.02      0.14    188.15      0.99
    50.0     83.01      0.12    188.08      0.91
    51.0     83.01      0.11    188.02      0.82

 HIVAP  CASOUT

   93Nb + 99Ru ---> 192At IFUS10 barfac0.60 03/02/2022 11:17 (Sitarcik) 


     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

   444.981    4.78    52.0  0.2499E+03  0.1763E-03  0.2406E+03    65.0       96.26
   446.920    4.81    53.0  0.2495E+03  0.1686E-03  0.2403E+03    65.0       96.30
   448.860    4.83    54.0  0.2490E+03  0.1591E-03  0.2398E+03    65.0       96.34
   450.799    4.85    55.0  0.2482E+03  0.1474E-03  0.2393E+03    65.0       96.38
   452.738    4.87    56.0  0.2474E+03  0.1340E-03  0.2386E+03    65.0       96.42
   454.678    4.89    57.0  0.2465E+03  0.1195E-03  0.2378E+03    65.0       96.45
   456.617    4.91    58.0  0.2456E+03  0.1051E-03  0.2370E+03    65.0       96.48
   460.496    4.95    60.0  0.2436E+03  0.7865E-04  0.2352E+03    65.0       96.54
   460.496    4.95    60.0  0.2436E+03  0.7865E-04  0.2352E+03    65.0       96.54
   462.435    4.97    61.0  0.2426E+03  0.6751E-04  0.2343E+03    65.0       96.57
   464.375    4.99    62.0  0.2416E+03  0.5788E-04  0.2334E+03    65.0       96.60
   466.314    5.01    63.0  0.2406E+03  0.4964E-04  0.2325E+03    65.0       96.62
   468.253    5.03    64.0  0.2396E+03  0.4260E-04  0.2316E+03    65.0       96.64
   470.193    5.06    65.0  0.2386E+03  0.3655E-04  0.2306E+03    65.0       96.66
   472.132    5.08    66.0  0.2377E+03  0.3131E-04  0.2297E+03    65.0       96.67
   474.072    5.10    67.0  0.2367E+03  0.2674E-04  0.2288E+03    65.0       96.68

     Querschnitte / mbarn

  E*/MeV   186At     187At     188At     189At     190At     191At     192At  
    52.0 0.000E+00 0.000E+00 0.512E-07 0.361E-07 0.000E+00 0.000E+00 0.000E+00
    53.0 0.000E+00 0.000E+00 0.639E-07 0.233E-07 0.000E+00 0.000E+00 0.000E+00
    54.0 0.000E+00 0.000E+00 0.723E-07 0.149E-07 0.000E+00 0.000E+00 0.000E+00
    55.0 0.000E+00 0.609E-13 0.753E-07 0.950E-08 0.000E+00 0.000E+00 0.000E+00
    56.0 0.000E+00 0.536E-12 0.736E-07 0.602E-08 0.000E+00 0.000E+00 0.000E+00
    57.0 0.000E+00 0.310E-11 0.681E-07 0.374E-08 0.000E+00 0.000E+00 0.000E+00
    58.0 0.000E+00 0.128E-10 0.603E-07 0.221E-08 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.965E-10 0.426E-07 0.530E-09 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.965E-10 0.426E-07 0.530E-09 0.000E+00 0.000E+00 0.000E+00
    61.0 0.000E+00 0.193E-09 0.343E-07 0.156E-09 0.000E+00 0.000E+00 0.000E+00
    62.0 0.000E+00 0.326E-09 0.270E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    63.0 0.000E+00 0.484E-09 0.208E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    64.0 0.000E+00 0.646E-09 0.158E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    65.0 0.000E+00 0.790E-09 0.118E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    66.0 0.000E+00 0.897E-09 0.875E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    67.0 0.000E+00 0.960E-09 0.639E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   185Po     186Po     187Po     188Po     189Po     190Po     191Po  
    52.0 0.000E+00 0.000E+00 0.492E-09 0.583E-06 0.794E-06 0.000E+00 0.000E+00
    53.0 0.000E+00 0.000E+00 0.846E-09 0.515E-06 0.518E-06 0.000E+00 0.000E+00
    54.0 0.000E+00 0.000E+00 0.150E-08 0.439E-06 0.336E-06 0.000E+00 0.000E+00
    55.0 0.000E+00 0.000E+00 0.280E-08 0.362E-06 0.216E-06 0.000E+00 0.000E+00
    56.0 0.000E+00 0.000E+00 0.526E-08 0.291E-06 0.138E-06 0.000E+00 0.000E+00
    57.0 0.000E+00 0.000E+00 0.947E-08 0.228E-06 0.872E-07 0.000E+00 0.000E+00
    58.0 0.000E+00 0.000E+00 0.159E-07 0.175E-06 0.543E-07 0.000E+00 0.000E+00
    60.0 0.000E+00 0.000E+00 0.349E-07 0.982E-07 0.201E-07 0.000E+00 0.000E+00
    60.0 0.000E+00 0.000E+00 0.349E-07 0.982E-07 0.201E-07 0.000E+00 0.000E+00
    61.0 0.000E+00 0.438E-13 0.461E-07 0.720E-07 0.102E-07 0.000E+00 0.000E+00
    62.0 0.000E+00 0.209E-12 0.569E-07 0.521E-07 0.283E-08 0.000E+00 0.000E+00
    63.0 0.000E+00 0.835E-12 0.661E-07 0.374E-07 0.000E+00 0.000E+00 0.000E+00
    64.0 0.000E+00 0.283E-11 0.727E-07 0.265E-07 0.000E+00 0.000E+00 0.000E+00
    65.0 0.000E+00 0.825E-11 0.762E-07 0.187E-07 0.000E+00 0.000E+00 0.000E+00
    66.0 0.000E+00 0.209E-10 0.766E-07 0.130E-07 0.000E+00 0.000E+00 0.000E+00
    67.0 0.000E+00 0.467E-10 0.742E-07 0.902E-08 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   184Bi     185Bi     186Bi     187Bi     188Bi     189Bi     190Bi  
    52.0 0.000E+00 0.245E-05 0.119E-04 0.266E-06 0.133E-03 0.272E-04 0.298E-06
    53.0 0.000E+00 0.303E-05 0.868E-05 0.472E-06 0.137E-03 0.185E-04 0.171E-06
    54.0 0.165E-10 0.349E-05 0.620E-05 0.868E-06 0.135E-03 0.124E-04 0.953E-07
    55.0 0.618E-10 0.376E-05 0.437E-05 0.153E-05 0.129E-03 0.825E-05 0.518E-07
    56.0 0.201E-09 0.382E-05 0.304E-05 0.251E-05 0.119E-03 0.546E-05 0.248E-07
