          Programm HIVAP,  Autor  W.Reisdorf   Version fuer "rzri6f" vom  7. 6. 1994

           Bearbeitung F.P.Heßberger
           
   93Nb + 100Ru ---> 193At IFUS10 barfac0.62 03/02/2022 10:57 (Sitarcik)
           

 Unterprogramm SEPENF

 benutzt Sierks Programm BARFIT 
 Q-Wert  -176.416 MeV
 Massen aus der Datei "mlz.dat" 

         Exp. Schaleneffekte,  SHELL0=    0.00
          At  187   At  188   At  189   At  190   At  191   At  192   At  193
             -0.13     -0.92     -0.10     -0.88     -0.07     -0.87     -0.14
          Po  186   Po  187   Po  188   Po  189   Po  190   Po  191   Po  192
              0.60     -0.21      0.55     -0.34      0.34     -0.63     -0.03
          Bi  185   Bi  186   Bi  187   Bi  188   Bi  189   Bi  190   Bi  191
             -0.98     -1.79     -1.03     -1.92     -1.24     -2.20     -1.60

           BARFAC=   0.620      BAR0=   0.000

          Separationsenergien (BN,BP,BA) und Spaltbarrieren
          At  187   At  188   At  189   At  190   At  191   At  192   At  193
             11.81     10.00     11.40      9.60     11.01      9.25     10.70
             -1.64     -1.40     -1.20     -1.04     -0.93     -0.82     -0.71
             -9.14     -8.96     -8.83     -8.72     -8.66     -8.59     -8.53
              3.19      4.13      3.46      4.39      3.73      4.68      4.10
             -0.80     -1.60     -0.80     -1.60     -0.80     -1.59     -0.79
          Po  186   Po  187   Po  188   Po  189   Po  190   Po  191   Po  192
             11.54      9.75     11.20      9.44     10.89      9.14     10.58
             -0.28     -0.02      0.24      0.50      0.75      1.01      1.26
             -9.53     -9.32     -9.12     -8.90     -8.69     -8.47     -8.26
              3.08      4.06      3.46      4.51      3.99      5.11      4.67
              0.00     -0.80      0.00     -0.80      0.00     -0.80      0.00
          Bi  185   Bi  186   Bi  187   Bi  188   Bi  189   Bi  190   Bi  191
             11.27      9.49     10.95      9.18     10.64      8.88     10.33
             -1.49     -1.22     -0.96     -0.69     -0.43     -0.17      0.09
             -7.58     -7.36     -7.16     -6.93     -6.73     -6.50     -6.30
              5.35      6.33      5.74      6.80      6.28      7.40      6.96
             -0.81     -1.61     -0.80     -1.60     -0.80     -1.60     -0.80

 benutzter Q-Wert  -176.416 MeV    effektiver Q-Wert  -176.416 MeV
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.124E-04 0.168E-03 0.000E+00
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.357E-04 0.101E-03 0.000E+00
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.698E-04 0.599E-04 0.000E+00
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.929E-04 0.344E-04 0.000E+00
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.963E-04 0.197E-04 0.000E+00
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.846E-04 0.107E-04 0.000E+00
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.664E-04 0.567E-05 0.000E+00
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.481E-04 0.291E-05 0.000E+00
    32.0 0.000E+00 0.000E+00 0.000E+00 0.626E-10 0.329E-04 0.147E-05 0.000E+00
    33.0 0.000E+00 0.000E+00 0.000E+00 0.173E-08 0.216E-04 0.730E-06 0.000E+00
    34.0 0.000E+00 0.000E+00 0.000E+00 0.180E-07 0.137E-04 0.274E-06 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.102E-06 0.843E-05 0.625E-07 0.000E+00

  E*/MeV   186Po     187Po     188Po     189Po     190Po     191Po     192Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.224E-04 0.298E-03
    21.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.570E-04 0.202E-03
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.130E-03 0.131E-03
    23.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.257E-03 0.822E-04
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.442E-03 0.500E-04
    25.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.769E-10 0.655E-03 0.296E-04
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.122E-08 0.841E-03 0.171E-04
    27.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.979E-08 0.945E-03 0.962E-05
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.562E-07 0.944E-03 0.530E-05
    29.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.255E-06 0.856E-03 0.285E-05
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.924E-06 0.714E-03 0.150E-05
    31.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.271E-05 0.558E-03 0.762E-06
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.654E-05 0.413E-03 0.283E-06
    33.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.131E-04 0.292E-03 0.140E-07
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.223E-04 0.199E-03 0.000E+00
    35.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.324E-04 0.132E-03 0.000E+00

  E*/MeV   185Bi     186Bi     187Bi     188Bi     189Bi     190Bi     191Bi  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.216E-06 0.819E-03 0.000E+00 0.530E-04
    21.0 0.000E+00 0.000E+00 0.000E+00 0.864E-06 0.880E-03 0.000E+00 0.104E-03
    22.0 0.000E+00 0.000E+00 0.000E+00 0.282E-05 0.851E-03 0.178E-09 0.188E-03
    23.0 0.000E+00 0.000E+00 0.000E+00 0.790E-05 0.750E-03 0.253E-08 0.316E-03
    24.0 0.000E+00 0.000E+00 0.000E+00 0.196E-04 0.613E-03 0.194E-07 0.495E-03
    25.0 0.000E+00 0.000E+00 0.000E+00 0.433E-04 0.470E-03 0.103E-06 0.717E-03
    26.0 0.000E+00 0.000E+00 0.000E+00 0.860E-04 0.341E-03 0.431E-06 0.962E-03
    27.0 0.000E+00 0.000E+00 0.000E+00 0.154E-03 0.236E-03 0.147E-05 0.119E-02
    28.0 0.000E+00 0.000E+00 0.496E-09 0.253E-03 0.157E-03 0.426E-05 0.137E-02
    29.0 0.000E+00 0.000E+00 0.475E-08 0.380E-03 0.101E-03 0.107E-04 0.147E-02
    30.0 0.000E+00 0.000E+00 0.275E-07 0.522E-03 0.631E-04 0.239E-04 0.146E-02
    31.0 0.000E+00 0.000E+00 0.115E-06 0.656E-03 0.384E-04 0.480E-04 0.137E-02
    32.0 0.000E+00 0.000E+00 0.393E-06 0.751E-03 0.228E-04 0.877E-04 0.121E-02
    33.0 0.000E+00 0.000E+00 0.114E-05 0.785E-03 0.133E-04 0.148E-03 0.102E-02
    34.0 0.000E+00 0.000E+00 0.289E-05 0.754E-03 0.760E-05 0.232E-03 0.821E-03
    35.0 0.000E+00 0.000E+00 0.649E-05 0.672E-03 0.427E-05 0.343E-03 0.635E-03

 Z-Verteilung  
 E*/MeV     Bi         Po         At  
   20.0  0.872E-03 0.320E-03 0.858E-03
   21.0  0.985E-03 0.259E-03 0.607E-03
   22.0  0.104E-02 0.261E-03 0.415E-03
   23.0  0.107E-02 0.339E-03 0.272E-03
   24.0  0.113E-02 0.492E-03 0.180E-03
   25.0  0.123E-02 0.685E-03 0.137E-03
   26.0  0.139E-02 0.858E-03 0.130E-03
   27.0  0.159E-02 0.955E-03 0.127E-03
   28.0  0.179E-02 0.950E-03 0.116E-03
   29.0  0.196E-02 0.859E-03 0.953E-04
   30.0  0.207E-02 0.717E-03 0.720E-04
   31.0  0.211E-02 0.561E-03 0.510E-04
   32.0  0.208E-02 0.420E-03 0.344E-04
   33.0  0.197E-02 0.305E-03 0.223E-04
   34.0  0.182E-02 0.221E-03 0.140E-04
   35.0  0.166E-02 0.164E-03 0.860E-05

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    20.0     83.99      0.92    190.77      1.45
    21.0     83.80      0.90    190.48      1.44
    22.0     83.64      0.85    190.32      1.36
    23.0     83.52      0.76    190.30      1.24
    24.0     83.47      0.67    190.41      1.11
    25.0     83.47      0.62    190.54      0.98
    26.0     83.47      0.60    190.64      0.89
    27.0     83.45      0.59    190.67      0.88
    28.0     83.41      0.57    190.63      0.94
    29.0     83.36      0.54    190.54      1.05
    30.0     83.30      0.51    190.40      1.18
    31.0     83.24      0.47    190.23      1.29
    32.0     83.19      0.43    190.05      1.36
    33.0     83.15      0.39    189.89      1.40
    34.0     83.12      0.35    189.76      1.39
    35.0     83.10      0.31    189.68      1.35

 HIVAP  CASOUT

   93Nb + 100Ru ---> 193At IFUS10 barfac0.62 03/02/2022 10:57 (Sitarcik)


     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

   409.963    4.41    36.0  0.1721E+03  0.1658E-02  0.1697E+03    65.0       98.65
   411.893    4.43    37.0  0.1833E+03  0.1540E-02  0.1807E+03    65.0       98.56
   413.823    4.45    38.0  0.1937E+03  0.1475E-02  0.1908E+03    65.0       98.51
   415.753    4.47    39.0  0.2033E+03  0.1447E-02  0.2001E+03    65.0       98.46
   417.683    4.49    40.0  0.2118E+03  0.1431E-02  0.2085E+03    65.0       98.45
   419.613    4.51    41.0  0.2194E+03  0.1405E-02  0.2160E+03    65.0       98.46
   421.543    4.53    42.0  0.2260E+03  0.1355E-02  0.2226E+03    65.0       98.50
   423.473    4.55    43.0  0.2316E+03  0.1275E-02  0.2283E+03    65.0       98.58
   425.403    4.57    44.0  0.2363E+03  0.1171E-02  0.2332E+03    65.0       98.68
   427.333    4.59    45.0  0.2401E+03  0.1057E-02  0.2373E+03    65.0       98.80
   429.263    4.62    46.0  0.2432E+03  0.9456E-03  0.2406E+03    65.0       98.94
   431.193    4.64    47.0  0.2455E+03  0.8465E-03  0.2433E+03    65.0       99.09
   433.123    4.66    48.0  0.2472E+03  0.7654E-03  0.2453E+03    65.0       99.24
   435.053    4.68    49.0  0.2484E+03  0.7022E-03  0.2468E+03    65.0       99.38
   436.983    4.70    50.0  0.2490E+03  0.6532E-03  0.2478E+03    65.0       99.50
   438.913    4.72    51.0  0.2494E+03  0.6125E-03  0.2484E+03    65.0       99.61

     Querschnitte / mbarn

  E*/MeV   187At     188At     189At     190At     191At     192At     193At  
    36.0 0.000E+00 0.000E+00 0.000E+00 0.373E-06 0.509E-05 0.240E-07 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.102E-05 0.301E-05 0.000E+00 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.221E-05 0.176E-05 0.000E+00 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.384E-05 0.101E-05 0.000E+00 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.534E-05 0.579E-06 0.000E+00 0.000E+00
    41.0 0.000E+00 0.000E+00 0.000E+00 0.623E-05 0.328E-06 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.000E+00 0.637E-05 0.184E-06 0.000E+00 0.000E+00
    43.0 0.000E+00 0.000E+00 0.751E-11 0.589E-05 0.103E-06 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.884E-10 0.505E-05 0.570E-07 0.000E+00 0.000E+00
    45.0 0.000E+00 0.000E+00 0.593E-09 0.409E-05 0.266E-07 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.262E-08 0.316E-05 0.635E-08 0.000E+00 0.000E+00
    47.0 0.000E+00 0.000E+00 0.834E-08 0.235E-05 0.000E+00 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.203E-07 0.170E-05 0.000E+00 0.000E+00 0.000E+00
    49.0 0.000E+00 0.000E+00 0.392E-07 0.120E-05 0.000E+00 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.623E-07 0.833E-06 0.000E+00 0.000E+00 0.000E+00
    51.0 0.000E+00 0.000E+00 0.845E-07 0.568E-06 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   186Po     187Po     188Po     189Po     190Po     191Po     192Po  
    36.0 0.000E+00 0.000E+00 0.000E+00 0.598E-10 0.412E-04 0.849E-04 0.000E+00
    37.0 0.000E+00 0.000E+00 0.000E+00 0.806E-09 0.464E-04 0.535E-04 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.436E-08 0.474E-04 0.332E-04 0.000E+00
    39.0 0.000E+00 0.000E+00 0.000E+00 0.127E-07 0.445E-04 0.202E-04 0.000E+00
    40.0 0.000E+00 0.000E+00 0.000E+00 0.246E-07 0.389E-04 0.122E-04 0.000E+00
    41.0 0.000E+00 0.000E+00 0.000E+00 0.417E-07 0.321E-04 0.726E-05 0.000E+00
    42.0 0.000E+00 0.000E+00 0.000E+00 0.753E-07 0.253E-04 0.429E-05 0.000E+00
    43.0 0.000E+00 0.000E+00 0.000E+00 0.153E-06 0.192E-04 0.252E-05 0.000E+00
    44.0 0.000E+00 0.000E+00 0.000E+00 0.320E-06 0.141E-04 0.147E-05 0.000E+00
    45.0 0.000E+00 0.000E+00 0.000E+00 0.641E-06 0.100E-04 0.850E-06 0.000E+00
    46.0 0.000E+00 0.000E+00 0.000E+00 0.117E-05 0.700E-05 0.482E-06 0.000E+00
    47.0 0.000E+00 0.000E+00 0.000E+00 0.192E-05 0.480E-05 0.269E-06 0.000E+00
    48.0 0.000E+00 0.000E+00 0.385E-12 0.283E-05 0.324E-05 0.137E-06 0.000E+00
    49.0 0.000E+00 0.000E+00 0.295E-11 0.379E-05 0.215E-05 0.622E-07 0.000E+00
    50.0 0.000E+00 0.000E+00 0.171E-10 0.463E-05 0.142E-05 0.107E-07 0.000E+00
    51.0 0.000E+00 0.000E+00 0.794E-10 0.524E-05 0.924E-06 0.000E+00 0.000E+00

  E*/MeV   185Bi     186Bi     187Bi     188Bi     189Bi     190Bi     191Bi  
    36.0 0.000E+00 0.000E+00 0.130E-04 0.561E-03 0.239E-05 0.476E-03 0.474E-03
    37.0 0.000E+00 0.000E+00 0.235E-04 0.443E-03 0.146E-05 0.625E-03 0.343E-03
    38.0 0.000E+00 0.000E+00 0.383E-04 0.335E-03 0.131E-05 0.775E-03 0.241E-03
    39.0 0.000E+00 0.000E+00 0.568E-04 0.243E-03 0.208E-05 0.909E-03 0.166E-03
    40.0 0.000E+00 0.000E+00 0.769E-04 0.171E-03 0.438E-05 0.101E-02 0.112E-03
    41.0 0.000E+00 0.142E-09 0.950E-04 0.117E-03 0.919E-05 0.106E-02 0.741E-04
    42.0 0.000E+00 0.766E-09 0.108E-03 0.786E-04 0.179E-04 0.107E-02 0.483E-04
    43.0 0.000E+00 0.319E-08 0.113E-03 0.516E-04 0.321E-04 0.102E-02 0.311E-04
    44.0 0.000E+00 0.110E-07 0.111E-03 0.333E-04 0.519E-04 0.934E-03 0.197E-04
    45.0 0.000E+00 0.331E-07 0.102E-03 0.212E-04 0.826E-04 0.824E-03 0.124E-04
    46.0 0.000E+00 0.877E-07 0.885E-04 0.134E-04 0.123E-03 0.701E-03 0.775E-05
    47.0 0.000E+00 0.208E-06 0.736E-04 0.832E-05 0.172E-03 0.579E-03 0.480E-05
    48.0 0.000E+00 0.444E-06 0.590E-04 0.514E-05 0.225E-03 0.464E-03 0.295E-05
    49.0 0.000E+00 0.862E-06 0.458E-04 0.316E-05 0.280E-03 0.364E-03 0.180E-05
    50.0 0.000E+00 0.153E-05 0.345E-04 0.194E-05 0.328E-03 0.279E-03 0.109E-05
    51.0 0.000E+00 0.250E-05 0.254E-04 0.122E-05 0.366E-03 0.209E-03 0.655E-06

 Z-Verteilung  
 E*/MeV     Bi         Po         At  
   36.0  0.153E-02 0.126E-03 0.549E-05
   37.0  0.144E-02 0.100E-03 0.403E-05
   38.0  0.139E-02 0.806E-04 0.397E-05
   39.0  0.138E-02 0.647E-04 0.485E-05
   40.0  0.137E-02 0.511E-04 0.592E-05
   41.0  0.136E-02 0.394E-04 0.656E-05
   42.0  0.132E-02 0.297E-04 0.655E-05
   43.0  0.125E-02 0.218E-04 0.600E-05
   44.0  0.115E-02 0.158E-04 0.511E-05
   45.0  0.104E-02 0.115E-04 0.412E-05
   46.0  0.934E-03 0.865E-05 0.317E-05
   47.0  0.837E-03 0.698E-05 0.236E-05
   48.0  0.757E-03 0.620E-05 0.172E-05
   49.0  0.695E-03 0.600E-05 0.124E-05
   50.0  0.646E-03 0.606E-05 0.895E-06
   51.0  0.606E-03 0.616E-05 0.652E-06

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    36.0     83.08      0.29    189.64      1.28
    37.0     83.07      0.27    189.64      1.19
    38.0     83.06      0.25    189.65      1.10
    39.0     83.05      0.24    189.67      1.02
    40.0     83.04      0.22    189.68      0.98
    41.0     83.04      0.21    189.68      0.95
    42.0     83.03      0.20    189.67      0.94
    43.0     83.03      0.19    189.65      0.94
    44.0     83.02      0.17    189.63      0.94
    45.0     83.02      0.16    189.61      0.94
    46.0     83.02      0.15    189.57      0.92
    47.0     83.01      0.14    189.52      0.90
    48.0     83.01      0.13    189.46      0.86
    49.0     83.01      0.12    189.39      0.81
    50.0     83.01      0.12    189.32      0.76
    51.0     83.01      0.12    189.25      0.70

 HIVAP  CASOUT

   93Nb + 100Ru ---> 193At IFUS10 barfac0.62 03/02/2022 10:57 (Sitarcik)


     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

   440.843    4.74    52.0  0.2493E+03  0.5742E-03  0.2486E+03    65.0       99.69
   442.773    4.76    53.0  0.2491E+03  0.5341E-03  0.2485E+03    65.0       99.76
   444.703    4.78    54.0  0.2486E+03  0.4901E-03  0.2481E+03    65.0       99.81
   446.633    4.80    55.0  0.2479E+03  0.4421E-03  0.2476E+03    65.0       99.85
   448.563    4.82    56.0  0.2472E+03  0.3915E-03  0.2469E+03    65.0       99.88
   450.493    4.84    57.0  0.2463E+03  0.3407E-03  0.2461E+03    65.0       99.89
   452.423    4.86    58.0  0.2454E+03  0.2918E-03  0.2452E+03    65.0       99.90
   456.283    4.91    60.0  0.2435E+03  0.2075E-03  0.2432E+03    65.0       99.90
   456.283    4.91    60.0  0.2435E+03  0.2075E-03  0.2432E+03    65.0       99.90
   458.213    4.93    61.0  0.2425E+03  0.1742E-03  0.2422E+03    65.0       99.90
   460.143    4.95    62.0  0.2415E+03  0.1470E-03  0.2412E+03    65.0       99.90
   462.073    4.97    63.0  0.2405E+03  0.1254E-03  0.2402E+03    65.0       99.89
   464.003    4.99    64.0  0.2395E+03  0.1085E-03  0.2392E+03    65.0       99.88
   465.933    5.01    65.0  0.2385E+03  0.9542E-04  0.2382E+03    65.0       99.88
   467.863    5.03    66.0  0.2375E+03  0.8502E-04  0.2372E+03    65.0       99.87
   469.793    5.05    67.0  0.2365E+03  0.7645E-04  0.2362E+03    65.0       99.86

     Querschnitte / mbarn

  E*/MeV   187At     188At     189At     190At     191At     192At     193At  
    52.0 0.000E+00 0.000E+00 0.101E-06 0.382E-06 0.000E+00 0.000E+00 0.000E+00
    53.0 0.000E+00 0.000E+00 0.110E-06 0.254E-06 0.000E+00 0.000E+00 0.000E+00
    54.0 0.000E+00 0.000E+00 0.111E-06 0.167E-06 0.000E+00 0.000E+00 0.000E+00
    55.0 0.000E+00 0.607E-13 0.104E-06 0.109E-06 0.000E+00 0.000E+00 0.000E+00
    56.0 0.000E+00 0.622E-12 0.937E-07 0.707E-07 0.000E+00 0.000E+00 0.000E+00
    57.0 0.000E+00 0.422E-11 0.805E-07 0.456E-07 0.000E+00 0.000E+00 0.000E+00
    58.0 0.000E+00 0.206E-10 0.667E-07 0.293E-07 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.226E-09 0.422E-07 0.118E-07 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.226E-09 0.422E-07 0.118E-07 0.000E+00 0.000E+00 0.000E+00
    61.0 0.000E+00 0.555E-09 0.324E-07 0.743E-08 0.000E+00 0.000E+00 0.000E+00
    62.0 0.000E+00 0.115E-08 0.245E-07 0.458E-08 0.000E+00 0.000E+00 0.000E+00
    63.0 0.000E+00 0.205E-08 0.182E-07 0.268E-08 0.000E+00 0.000E+00 0.000E+00
    64.0 0.000E+00 0.322E-08 0.133E-07 0.137E-08 0.000E+00 0.000E+00 0.000E+00
    65.0 0.000E+00 0.453E-08 0.964E-08 0.261E-09 0.000E+00 0.000E+00 0.000E+00
    66.0 0.000E+00 0.580E-08 0.690E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    67.0 0.634E-14 0.688E-08 0.490E-08 0.000E+00 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   186Po     187Po     188Po     189Po     190Po     191Po     192Po  
    52.0 0.000E+00 0.000E+00 0.303E-09 0.553E-05 0.597E-06 0.000E+00 0.000E+00
    53.0 0.000E+00 0.000E+00 0.966E-09 0.550E-05 0.383E-06 0.000E+00 0.000E+00
    54.0 0.000E+00 0.000E+00 0.262E-08 0.520E-05 0.244E-06 0.000E+00 0.000E+00
    55.0 0.000E+00 0.000E+00 0.611E-08 0.471E-05 0.155E-06 0.000E+00 0.000E+00
    56.0 0.000E+00 0.000E+00 0.124E-07 0.410E-05 0.966E-07 0.000E+00 0.000E+00
    57.0 0.000E+00 0.000E+00 0.224E-07 0.346E-05 0.596E-07 0.000E+00 0.000E+00
    58.0 0.000E+00 0.000E+00 0.361E-07 0.284E-05 0.356E-07 0.000E+00 0.000E+00
    60.0 0.000E+00 0.494E-12 0.705E-07 0.178E-05 0.819E-08 0.000E+00 0.000E+00
    60.0 0.000E+00 0.494E-12 0.705E-07 0.178E-05 0.819E-08 0.000E+00 0.000E+00
    61.0 0.000E+00 0.211E-11 0.876E-07 0.137E-05 0.238E-08 0.000E+00 0.000E+00
    62.0 0.000E+00 0.651E-11 0.102E-06 0.104E-05 0.000E+00 0.000E+00 0.000E+00
    63.0 0.000E+00 0.159E-10 0.112E-06 0.772E-06 0.000E+00 0.000E+00 0.000E+00
    64.0 0.000E+00 0.334E-10 0.116E-06 0.569E-06 0.000E+00 0.000E+00 0.000E+00
    65.0 0.000E+00 0.658E-10 0.116E-06 0.415E-06 0.000E+00 0.000E+00 0.000E+00
    66.0 0.000E+00 0.129E-09 0.111E-06 0.299E-06 0.000E+00 0.000E+00 0.000E+00
    67.0 0.000E+00 0.254E-09 0.103E-06 0.214E-06 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   185Bi     186Bi     187Bi     188Bi     189Bi     190Bi     191Bi  
    52.0 0.000E+00 0.379E-05 0.184E-04 0.845E-06 0.389E-03 0.155E-03 0.390E-06
    53.0 0.480E-10 0.532E-05 0.130E-04 0.749E-06 0.396E-03 0.113E-03 0.230E-06
    54.0 0.188E-09 0.697E-05 0.912E-05 0.944E-06 0.386E-03 0.807E-04 0.134E-06
    55.0 0.636E-09 0.854E-05 0.629E-05 0.150E-05 0.363E-03 0.572E-04 0.750E-07
    56.0 0.190E-08 0.981E-05 0.429E-05 0.254E-05 0.330E-03 0.401E-04 0.399E-07
