          Programm HIVAP,  Autor  W.Reisdorf   Version fuer "rzri6f" vom  7. 6. 1994

           Bearbeitung F.P.Heßberger
           
   52Cr + 147Sm ---> 199Rn  26.1.2020                                   
           

 Unterprogramm SEPENF

 benutzt Sierks Programm BARFIT 
 Q-Wert  -133.429 MeV
 Massen aus der Datei "mlz.dat" 

         Exp. Schaleneffekte,  SHELL0=    0.00
          Rn  193   Rn  194   Rn  195   Rn  196   Rn  197   Rn  198   Rn  199
             -0.15      0.68     -0.08      0.69     -0.26      0.17     -1.00
          At  192   At  193   At  194   At  195   At  196   At  197   At  198
             -0.87     -0.14     -1.13     -0.62     -1.72     -1.28     -2.45
          Po  191   Po  192   Po  193   Po  194   Po  195   Po  196   Po  197
             -0.63     -0.03     -1.07     -0.55     -1.65     -1.22     -2.38
          Bi  190   Bi  191   Bi  192   Bi  193   Bi  194   Bi  195   Bi  196
             -2.20     -1.60     -2.63     -2.11     -3.21     -2.77     -3.93

           BARFAC=   0.690      BAR0=   0.000

          Separationsenergien (BN,BP,BA) und Spaltbarrieren
          Rn  193   Rn  194   Rn  195   Rn  196   Rn  197   Rn  198   Rn  199
              9.44     10.84      9.09     10.52      8.92     10.49      8.78
              0.94      1.07      1.09      1.08      1.18      1.42      1.67
             -8.15     -8.21     -8.26     -8.32     -8.25     -8.05     -7.83
              3.71      3.02      3.93      3.31      4.41      4.12      5.43
             -0.79      0.00     -0.79      0.00     -0.78      0.00     -0.78
          At  192   At  193   At  194   At  195   At  196   At  197   At  198
              9.25     10.70      9.07     10.54      8.82     10.25      8.54
             -0.82     -0.71     -0.49     -0.23      0.02      0.27      0.52
             -8.59     -8.53     -8.34     -8.14     -7.92     -7.71     -7.48
              5.11      4.54      5.70      5.34      6.59      6.31      7.62
             -1.59     -0.79     -1.58     -0.79     -1.57     -0.78     -1.56
          Po  191   Po  192   Po  193   Po  194   Po  195   Po  196   Po  197
              9.14     10.58      8.85     10.29      8.56     10.00      8.29
              1.01      1.26      1.51      1.76      2.01      2.26      2.51
             -8.47     -8.26     -8.03     -7.82     -7.59     -7.38     -7.15
              5.62      5.19      6.39      6.04      7.30      7.02      8.33
             -0.80      0.00     -0.79      0.00     -0.79      0.00     -0.78
          Bi  190   Bi  191   Bi  192   Bi  193   Bi  194   Bi  195   Bi  196
              8.88     10.33      8.59     10.04      8.31      9.75      8.04
             -0.17      0.09      0.35      0.60      0.86      1.11      1.36
             -6.50     -6.30     -6.07     -5.86     -5.63     -5.42     -5.19
              7.99      7.57      8.77      8.41      9.68      9.39     10.71
             -1.60     -0.80     -1.59     -0.79     -1.58     -0.79     -1.57

 benutzter Q-Wert  -133.429 MeV    effektiver Q-Wert  -133.429 MeV
    34.0 0.000E+00 0.000E+00 0.000E+00 0.388E-05 0.544E-04 0.000E+00 0.000E+00
    36.0 0.000E+00 0.000E+00 0.000E+00 0.151E-04 0.269E-04 0.000E+00 0.000E+00
    38.0 0.000E+00 0.000E+00 0.000E+00 0.217E-04 0.117E-04 0.000E+00 0.000E+00
    40.0 0.000E+00 0.000E+00 0.381E-11 0.185E-04 0.458E-05 0.000E+00 0.000E+00
    42.0 0.000E+00 0.000E+00 0.152E-08 0.117E-04 0.165E-05 0.000E+00 0.000E+00
    44.0 0.000E+00 0.000E+00 0.513E-07 0.617E-05 0.550E-06 0.000E+00 0.000E+00
    46.0 0.000E+00 0.000E+00 0.469E-06 0.286E-05 0.144E-06 0.000E+00 0.000E+00
    48.0 0.000E+00 0.000E+00 0.164E-05 0.122E-05 0.000E+00 0.000E+00 0.000E+00
    50.0 0.000E+00 0.000E+00 0.288E-05 0.491E-06 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   192At     193At     194At     195At     196At     197At     198At  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.565E-06 0.239E-04
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.161E-04 0.111E-03
    24.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.155E-03 0.224E-03
    26.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.769E-03 0.276E-03
    28.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.146E-07 0.219E-02 0.245E-03
    30.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.117E-05 0.367E-02 0.169E-03
    32.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.216E-04 0.403E-02 0.943E-04
    34.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.156E-03 0.325E-02 0.447E-04
    36.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.614E-03 0.208E-02 0.185E-04
    38.0 0.000E+00 0.000E+00 0.000E+00 0.111E-07 0.155E-02 0.112E-02 0.687E-05
    40.0 0.000E+00 0.000E+00 0.000E+00 0.477E-06 0.262E-02 0.521E-03 0.230E-05
    42.0 0.000E+00 0.000E+00 0.000E+00 0.640E-05 0.313E-02 0.218E-03 0.672E-06
    44.0 0.000E+00 0.000E+00 0.000E+00 0.394E-04 0.280E-02 0.843E-04 0.117E-06
    46.0 0.000E+00 0.000E+00 0.000E+00 0.137E-03 0.201E-02 0.306E-04 0.000E+00
    48.0 0.000E+00 0.000E+00 0.000E+00 0.305E-03 0.123E-02 0.106E-04 0.000E+00
    50.0 0.000E+00 0.000E+00 0.141E-08 0.465E-03 0.675E-03 0.351E-05 0.000E+00

  E*/MeV   191Po     192Po     193Po     194Po     195Po     196Po     197Po  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.193E-07 0.404E-05 0.000E+00 0.655E-06
    22.0 0.000E+00 0.000E+00 0.000E+00 0.784E-06 0.306E-04 0.109E-09 0.797E-05
    24.0 0.000E+00 0.000E+00 0.000E+00 0.115E-04 0.958E-04 0.181E-07 0.459E-04
    26.0 0.000E+00 0.000E+00 0.000E+00 0.864E-04 0.168E-03 0.614E-06 0.175E-03
    28.0 0.000E+00 0.000E+00 0.905E-09 0.380E-03 0.197E-03 0.884E-05 0.510E-03
    30.0 0.000E+00 0.000E+00 0.623E-07 0.101E-02 0.171E-03 0.698E-04 0.113E-02
    32.0 0.000E+00 0.000E+00 0.120E-05 0.169E-02 0.116E-03 0.340E-03 0.191E-02
    34.0 0.000E+00 0.000E+00 0.117E-04 0.189E-02 0.647E-04 0.112E-02 0.245E-02
    36.0 0.000E+00 0.000E+00 0.675E-04 0.156E-02 0.309E-04 0.268E-02 0.245E-02
    38.0 0.000E+00 0.605E-09 0.250E-03 0.102E-02 0.157E-04 0.487E-02 0.196E-02
    40.0 0.000E+00 0.238E-07 0.633E-03 0.560E-03 0.247E-04 0.689E-02 0.130E-02
    42.0 0.000E+00 0.358E-06 0.112E-02 0.268E-03 0.901E-04 0.773E-02 0.740E-03
    44.0 0.000E+00 0.295E-05 0.142E-02 0.115E-03 0.280E-03 0.706E-02 0.373E-03
    46.0 0.000E+00 0.151E-04 0.135E-02 0.459E-04 0.671E-03 0.542E-02 0.171E-03
    48.0 0.000E+00 0.515E-04 0.103E-02 0.176E-04 0.130E-02 0.362E-02 0.730E-04
    50.0 0.000E+00 0.120E-03 0.673E-03 0.899E-05 0.208E-02 0.216E-02 0.295E-04

  E*/MeV   190Bi     191Bi     192Bi     193Bi     194Bi     195Bi     196Bi  
    20.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.267E-07 0.000E+00 0.824E-14
    22.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.531E-06 0.000E+00 0.990E-11
    24.0 0.000E+00 0.000E+00 0.000E+00 0.430E-10 0.456E-05 0.000E+00 0.107E-08
    26.0 0.000E+00 0.000E+00 0.000E+00 0.848E-08 0.233E-04 0.000E+00 0.340E-07
    28.0 0.000E+00 0.000E+00 0.000E+00 0.296E-06 0.844E-04 0.000E+00 0.471E-06
    30.0 0.000E+00 0.000E+00 0.000E+00 0.433E-05 0.236E-03 0.109E-11 0.338E-05
    32.0 0.000E+00 0.000E+00 0.000E+00 0.351E-04 0.527E-03 0.114E-08 0.144E-04
    34.0 0.000E+00 0.000E+00 0.000E+00 0.178E-03 0.951E-03 0.335E-07 0.407E-04
    36.0 0.000E+00 0.000E+00 0.378E-08 0.611E-03 0.137E-02 0.451E-06 0.846E-04
    38.0 0.000E+00 0.000E+00 0.122E-06 0.152E-02 0.157E-02 0.338E-05 0.140E-03
    40.0 0.000E+00 0.000E+00 0.169E-05 0.293E-02 0.147E-02 0.159E-04 0.197E-03
    42.0 0.000E+00 0.000E+00 0.133E-04 0.462E-02 0.115E-02 0.517E-04 0.242E-03
    44.0 0.000E+00 0.000E+00 0.675E-04 0.616E-02 0.769E-03 0.126E-03 0.263E-03
    46.0 0.000E+00 0.218E-08 0.237E-03 0.700E-02 0.454E-03 0.246E-03 0.256E-03
    48.0 0.000E+00 0.551E-07 0.611E-03 0.685E-02 0.242E-03 0.406E-03 0.223E-03
    50.0 0.000E+00 0.659E-06 0.123E-02 0.582E-02 0.122E-03 0.592E-03 0.176E-03

 Z-Verteilung  
 E*/MeV     Bi         Po         At         Rn  
   20.0  0.267E-07 0.472E-05 0.245E-04 0.644E-06
   22.0  0.531E-06 0.393E-04 0.127E-03 0.129E-05
   24.0  0.456E-05 0.153E-03 0.379E-03 0.688E-05
   26.0  0.233E-04 0.430E-03 0.105E-02 0.540E-04
   28.0  0.852E-04 0.110E-02 0.243E-02 0.119E-03
   30.0  0.243E-03 0.239E-02 0.384E-02 0.126E-03
   32.0  0.577E-03 0.406E-02 0.415E-02 0.932E-04
   34.0  0.117E-02 0.554E-02 0.345E-02 0.583E-04
   36.0  0.206E-02 0.679E-02 0.271E-02 0.420E-04
   38.0  0.323E-02 0.812E-02 0.267E-02 0.334E-04
   40.0  0.461E-02 0.941E-02 0.315E-02 0.231E-04
   42.0  0.608E-02 0.995E-02 0.335E-02 0.134E-04
   44.0  0.738E-02 0.924E-02 0.292E-02 0.677E-05
   46.0  0.820E-02 0.767E-02 0.218E-02 0.347E-05
   48.0  0.833E-02 0.609E-02 0.155E-02 0.286E-05
   50.0  0.793E-02 0.507E-02 0.114E-02 0.337E-05

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    20.0     84.86      0.40    197.55      1.04
    22.0     84.77      0.45    197.28      1.18
    24.0     84.71      0.50    196.97      1.18
    26.0     84.73      0.55    196.75      1.09
    28.0     84.69      0.57    196.58      1.11
    30.0     84.58      0.60    196.39      1.22
    32.0     84.42      0.63    196.18      1.32
    34.0     84.23      0.65    195.95      1.37
    36.0     84.06      0.65    195.71      1.36
    38.0     83.96      0.65    195.47      1.35
    40.0     83.92      0.67    195.25      1.37
    42.0     83.86      0.69    195.00      1.43
    44.0     83.77      0.69    194.73      1.47
    46.0     83.67      0.68    194.45      1.48
    48.0     83.58      0.66    194.20      1.44
    50.0     83.52      0.64    194.01      1.39

 HIVAP  CASOUT

   52Cr + 147Sm ---> 199Rn  26.1.2020                                   


     E_lab  A*MeV   E*/MeV     SI_fus      SI_VR     SI_Spalt  L_krit     b_Spalt

   251.023    4.83    52.0  0.2160E+03  0.1287E-01  0.2160E+03    54.0       99.99
   253.731    4.88    54.0  0.2331E+03  0.1200E-01  0.2331E+03    56.0       99.99
   256.438    4.93    56.0  0.2489E+03  0.1131E-01  0.2489E+03    58.0       99.99
   259.146    4.98    58.0  0.2637E+03  0.1065E-01  0.2636E+03    59.0       99.99
   261.853    5.04    60.0  0.2774E+03  0.1000E-01  0.2774E+03    60.0       99.99
   264.561    5.09    62.0  0.2903E+03  0.9396E-02  0.2902E+03    67.0       99.99
   267.268    5.14    64.0  0.3022E+03  0.8859E-02  0.3021E+03    67.0       99.99
   269.976    5.19    66.0  0.3131E+03  0.8358E-02  0.3131E+03    67.0       99.98
   272.683    5.24    68.0  0.3230E+03  0.7826E-02  0.3230E+03    67.0       99.98
   275.391    5.30    70.0  0.3317E+03  0.7207E-02  0.3316E+03    67.0       99.98

     Querschnitte / mbarn

  E*/MeV   193Rn     194Rn     195Rn     196Rn     197Rn     198Rn     199Rn  
    52.0 0.000E+00 0.200E-10 0.324E-05 0.190E-06 0.000E+00 0.000E+00 0.000E+00
    54.0 0.000E+00 0.729E-09 0.277E-05 0.700E-07 0.000E+00 0.000E+00 0.000E+00
    56.0 0.000E+00 0.736E-08 0.197E-05 0.218E-07 0.000E+00 0.000E+00 0.000E+00
    58.0 0.000E+00 0.294E-07 0.123E-05 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    60.0 0.000E+00 0.628E-07 0.703E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    62.0 0.000E+00 0.888E-07 0.376E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    64.0 0.113E-11 0.953E-07 0.191E-06 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    66.0 0.301E-10 0.843E-07 0.935E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    68.0 0.310E-09 0.649E-07 0.444E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00
    70.0 0.154E-08 0.450E-07 0.205E-07 0.000E+00 0.000E+00 0.000E+00 0.000E+00

  E*/MeV   192At     193At     194At     195At     196At     197At     198At  
    52.0 0.000E+00 0.000E+00 0.310E-07 0.524E-03 0.340E-03 0.110E-05 0.000E+00
    54.0 0.000E+00 0.000E+00 0.314E-06 0.470E-03 0.161E-03 0.305E-06 0.000E+00
    56.0 0.000E+00 0.000E+00 0.179E-05 0.355E-03 0.726E-04 0.000E+00 0.000E+00
    58.0 0.000E+00 0.000E+00 0.655E-05 0.237E-03 0.317E-04 0.000E+00 0.000E+00
    60.0 0.000E+00 0.433E-10 0.166E-04 0.143E-03 0.135E-04 0.000E+00 0.000E+00
    62.0 0.000E+00 0.997E-09 0.309E-04 0.807E-04 0.558E-05 0.000E+00 0.000E+00
    64.0 0.000E+00 0.115E-07 0.440E-04 0.430E-04 0.226E-05 0.000E+00 0.000E+00
    66.0 0.000E+00 0.755E-07 0.507E-04 0.219E-04 0.894E-06 0.000E+00 0.000E+00
    68.0 0.000E+00 0.314E-06 0.493E-04 0.108E-04 0.342E-06 0.000E+00 0.000E+00
    70.0 0.000E+00 0.891E-06 0.419E-04 0.516E-05 0.119E-06 0.000E+00 0.000E+00

  E*/MeV   191Po     192Po     193Po     194Po     195Po     196Po     197Po  
    52.0 0.183E-08 0.198E-03 0.390E-03 0.165E-04 0.282E-02 0.119E-02 0.114E-04
    54.0 0.230E-07 0.244E-03 0.207E-03 0.548E-04 0.326E-02 0.608E-03 0.429E-05
    56.0 0.176E-06 0.237E-03 0.103E-03 0.153E-03 0.326E-02 0.297E-03 0.156E-05
    58.0 0.902E-06 0.192E-03 0.489E-04 0.337E-03 0.286E-02 0.139E-03 0.553E-06
    60.0 0.325E-05 0.137E-03 0.224E-04 0.593E-03 0.224E-02 0.630E-04 0.188E-06
    62.0 0.853E-05 0.874E-04 0.102E-04 0.858E-03 0.160E-02 0.277E-04 0.598E-07
    64.0 0.168E-04 0.517E-04 0.571E-05 0.104E-02 0.105E-02 0.119E-04 0.127E-07
    66.0 0.255E-04 0.288E-04 0.675E-05 0.109E-02 0.652E-03 0.500E-05 0.000E+00
    68.0 0.313E-04 0.153E-04 0.147E-04 0.100E-02 0.382E-03 0.205E-05 0.000E+00
    70.0 0.322E-04 0.782E-05 0.325E-04 0.832E-03 0.214E-03 0.818E-06 0.000E+00

  E*/MeV   190Bi     191Bi     192Bi     193Bi     194Bi     195Bi     196Bi  
    52.0 0.000E+00 0.499E-05 0.204E-02 0.436E-02 0.699E-04 0.782E-03 0.127E-03
    54.0 0.000E+00 0.260E-04 0.291E-02 0.294E-02 0.750E-04 0.946E-03 0.849E-04
    56.0 0.000E+00 0.983E-04 0.367E-02 0.182E-02 0.139E-03 0.105E-02 0.531E-04
    58.0 0.000E+00 0.280E-03 0.411E-02 0.104E-02 0.270E-03 0.107E-02 0.313E-04
    60.0 0.552E-08 0.631E-03 0.409E-02 0.566E-03 0.463E-03 0.996E-03 0.176E-04
    62.0 0.626E-07 0.117E-02 0.366E-02 0.299E-03 0.700E-03 0.854E-03 0.943E-05
    64.0 0.471E-06 0.182E-02 0.296E-02 0.170E-03 0.948E-03 0.677E-03 0.487E-05
    66.0 0.250E-05 0.247E-02 0.220E-02 0.142E-03 0.116E-02 0.499E-03 0.243E-05
    68.0 0.981E-05 0.294E-02 0.151E-02 0.203E-03 0.131E-02 0.346E-03 0.118E-05
    70.0 0.296E-04 0.311E-02 0.975E-03 0.351E-03 0.135E-02 0.227E-03 0.556E-06

 Z-Verteilung  
 E*/MeV     Bi         Po         At         Rn  
   52.0  0.738E-02 0.462E-02 0.865E-03 0.343E-05
   54.0  0.698E-02 0.438E-02 0.631E-03 0.284E-05
   56.0  0.683E-02 0.405E-02 0.430E-03 0.200E-05
   58.0  0.680E-02 0.357E-02 0.275E-03 0.126E-05
   60.0  0.677E-02 0.306E-02 0.173E-03 0.766E-06
   62.0  0.669E-02 0.259E-02 0.117E-03 0.465E-06
   64.0  0.659E-02 0.218E-02 0.893E-04 0.286E-06
   66.0  0.648E-02 0.181E-02 0.736E-04 0.178E-06
   68.0  0.632E-02 0.145E-02 0.607E-04 0.110E-06
   70.0  0.604E-02 0.112E-02 0.481E-04 0.671E-07

 Z und A Mittelwerte    
   E*/MeV     MW.Z  St.Abw.Z      MW.A  St.Abw.A
    52.0     83.49      0.62    193.86      1.38
    54.0     83.47      0.60    193.74      1.39
    56.0     83.43      0.57    193.60      1.43
    58.0     83.39      0.54    193.44      1.45
    60.0     83.34      0.51    193.26      1.47
    62.0     83.30      0.49    193.07      1.48
    64.0     83.27      0.46    192.88      1.49
    66.0     83.23      0.44    192.69      1.49
    68.0     83.20      0.42    192.53      1.48
    70.0     83.17      0.39    192.41      1.46
                                                                        
           



 Ende HIVAP 
